review_text,moderation_hate,moderation_threatening,moderation_harassment,moderation_ok,moderation_sexual,moderation_sexual_minors,moderation_self_harm,moderation_violence,moderation_graphic_violence,no_propaganda,propaganda,not_sensational,sensational,lean_left,lean_center,lean_right,admiration,amusement,anger,annoyance,approval,caring,confusion,curiosity,desire,disappointment,disapproval,disgust,embarassment,excitement,fear,gratitude,grief,joy,love,nervousness,optimism,pride,realization,relief,remorse,sadness,surprise,neutral,not_toxic,toxic,irony,non_irony,non_abusive,abusive,non_suicidal,suicidal,agreeableness,openness,conscientiousness,extraversion,neuroticism,negative_sentiment,neutral_sentiment,positive_sentiment,non_offensive,offensive,empathy,no_distortion,personalization,emotional_reasoning,overgeneralizing,labeling,should_statements,catastrophizing,reward_fallacy,not_action_decision,action_decision,severely_depressed,moderately_depressed,not_depressed,non_nsfw,nsfw,jailbreak_benign,jailbreak,refutation,non_refutation,non_sarcasm,sarcasm,bias_racial,bias_religious,bias_gender,bias_age,bias_nationality,bias_sexuality,bias_socioeconomic,bias_educational,bias_disability,bias_political,bias_physical,good_vibes,no_vibes,bad_vibes,non_namecalling,namecalling,non_rejection,rejection,fear_mongering,non_fear_mongering,flattery,social_cold,social_arrogant_calculating,social_aloof_introverted,social_assured_dominant,social_unassuming_ingenuous,social_unassured_submissive,social_warm_agreeable,social_gregarious_extraverted,social_not_available,not_joke,joke,comm_communion,comm_agency,comm_none,gibberish_clean,gibberish_mild,gibberish_noise,gibberish_word_salad,male,female
"She is super helpful and always wanting to give people extra credit on exams. I probably should have got a C in this class but got an A- due to her grading style. Only exams are graded, they are hard but she preps you well & they are open note (1 page 2sided). She also gives extra credit points for attendance (even if you just join zoom).",0.0015631276182830334,2.5657733203843236e-4,5.187058704905212e-4,0.9939929842948914,5.946765886619687e-4,3.464431210886687e-4,0.0013592084869742393,8.150461362674832e-4,5.533171351999044e-4,0.9993416666984558,6.583284703083336e-4,0.9999442100524902,5.57626954105217e-5,0.5275981426239014,0.2229471504688263,0.24945467710494995,0.8306823968887329,1.250198984052986e-4,2.6134104700759053e-4,0.0017400410724803805,0.07426989823579788,0.0025035475846379995,2.837934298440814e-4,1.809457316994667e-4,0.0012028018245473504,0.0015691022854298353,0.0022486152593046427,2.1468789782375097e-4,1.5116318536456674e-4,8.101456332951784e-4,1.4521149569191039e-4,0.011564850807189941,1.75569235580042e-4,8.777637267485261e-4,3.012754023075104e-4,7.047670078463852e-5,0.007743324153125286,0.0036681422498077154,0.005577849689871073,0.0012133389245718718,2.0909735758323222e-4,3.936263674404472e-4,2.5076279416680336e-4,0.05156530812382698,0.9997374415397644,2.625798515509814e-4,0.8540983200073242,0.1459016352891922,0.9913923740386963,0.008607580326497555,0.9980016350746155,0.0019983258098363876,0.20216625928878784,0.21273262798786163,0.1679069697856903,0.23039506375789642,0.1867990791797638,0.01313036773353815,0.056832972913980484,0.9300366640090942,0.9962320923805237,0.0037678866647183895,0.6838510036468506,0.007630078587681055,0.0024802156258374453,2.9226031620055437e-4,0.016646748408675194,0.002352275652810931,0.05683402717113495,0.886582612991333,0.027181880548596382,0.12004099041223526,0.8799590468406677,0.006134921219199896,0.05249957740306854,0.9413655400276184,0.9536393284797668,0.046360697597265244,0.8224515914916992,0.1775483787059784,0.592171847820282,0.4078281819820404,0.9907475709915161,0.009252439253032207,0.005453433375805616,7.305632607312873e-5,0.8977345824241638,3.3089646603912115e-4,0.006319080479443073,2.127820043824613e-4,3.433820966165513e-4,0.08827237039804459,7.144907140173018e-4,5.440145105239935e-5,4.914388991892338e-4,0.04618832841515541,0.8909241557121277,0.06288745999336243,0.9996838569641113,3.1614865292795e-4,0.9999653100967407,3.46834676747676e-5,6.150442999341976e-8,0.9999998807907104,0.9996217489242554,0.031054573133587837,0.05382714793086052,0.03921760991215706,0.05674078315496445,0.10686354339122772,0.08440092951059341,0.2594074606895447,0.36063405871391296,0.007853838615119457,0.6990214586257935,0.30097851157188416,0.852161705493927,0.14232343435287476,0.005514831747859716,0.23873774707317352,0.7581446170806885,6.821774877607822e-4,0.0024354360066354275,2.3083750022578897e-8,1
"Not a Fan. Honestly, probably the worst professors I've had as of yet (3rd yr MechE). Lectures are an absolute waste of time, messy, incoherent, and are unneccesary. Be ready to teach yourself. Chegg is the only way I got through the HW, and the exams were (mostly) from the textbook, although he pulled out stupid stuff for the final. Just avoid.",0.003444101195782423,5.819752113893628e-4,0.0014613522216677666,0.982452392578125,8.984800078906119e-4,6.631752476096153e-4,0.0067061069421470165,0.002219452988356352,0.0015728631988167763,0.002607859205454588,0.9973920583724976,0.9999058246612549,9.417327964911237e-5,0.2773260176181793,0.13152536749839783,0.5911485552787781,7.785235648043454e-4,6.992043927311897e-4,0.08110258728265762,0.7605119943618774,0.004530587233603001,7.192095508798957e-4,0.0015969255473464727,6.959970341995358e-4,7.047669496387243e-4,0.023982876911759377,0.05461834371089935,0.026370497420430183,0.0021414372604340315,3.0979077564552426e-4,4.911543801426888e-4,3.4107809187844396e-4,1.5833901125006378e-4,3.274237096775323e-4,1.8316289060749114e-4,3.118559834547341e-4,0.0012777852825820446,1.8151215044781566e-4,0.003310228930786252,1.5295676712412387e-4,2.1354321506805718e-4,0.0016456261510029435,4.0309771429747343e-4,0.032239437103271484,0.015904303640127182,0.9840956926345825,0.9661419987678528,0.033858008682727814,0.3183218240737915,0.6816782355308533,0.9851586222648621,0.014841343276202679,0.33719655871391296,0.247750923037529,0.15133272111415863,0.1074499636888504,0.156269833445549,0.9450276494026184,0.04907291755080223,0.005899470299482346,0.0012614004081115127,0.9987385869026184,0.6862021088600159,0.0063665639609098434,0.0051048616878688335,6.77984266076237e-4,0.19088932871818542,0.023838520050048828,0.01042919885367155,0.7614564895629883,0.0012371089542284608,0.5563908219337463,0.44360917806625366,0.013595744036138058,0.11055874079465866,0.8758455514907837,0.13058902323246002,0.8694109320640564,0.9960589408874512,0.003941121976822615,4.502272986428579e-6,0.9999954700469971,0.9911434650421143,0.008856537751853466,1.2051501835230738e-4,5.016225259169005e-5,5.434483682620339e-5,1.4187401393428445e-4,1.5085426275618374e-4,3.5068660508841276e-5,6.0244667110964656e-5,0.9992400407791138,4.472330692806281e-5,2.8895481591462158e-5,7.331373490160331e-5,0.001324751297943294,0.006622307002544403,0.9920529127120972,0.9681797027587891,0.03182031586766243,0.9999387264251709,6.121765909483656e-5,1.3221562085163896e-6,0.9999986886978149,0.037136826664209366,0.546497642993927,0.2080584466457367,0.013979075476527214,0.09753674268722534,0.022792672738432884,0.06488464772701263,0.021016472950577736,0.019580690190196037,0.005653610453009605,0.6619115471839905,0.3380884826183319,0.5443133115768433,0.40093857049942017,0.05474809929728508,0.7335734963417053,0.2631746530532837,7.35767069272697e-4,0.0025161062367260456,0.9999998807907104,8.533282169764789e-8
Very boring lectures but don't skip them otherwise you'll end up being behind. Exams were pretty rough and the homework she gave was extensive and some of the questions on them were never covered in class. Examples she gave in class was helpful though. She wasn't the worst but there's definitely better lecturers out there.,0.001559543190523982,2.62469460722059e-4,5.33088285010308e-4,0.9936163425445557,5.929168546572328e-4,3.664096293505281e-4,0.0014829908031970263,9.200124186463654e-4,6.662574596703053e-4,0.9988547563552856,0.0011452367762103677,0.9999563694000244,4.362839899840765e-5,0.5405611991882324,0.16655877232551575,0.2928800582885742,0.036045659333467484,2.3383450752589852e-4,0.001548799336887896,0.029843144118785858,0.33764752745628357,0.024850960820913315,0.0026490113232284784,5.075071239843965e-4,0.0027246447280049324,0.05430818721652031,0.0874091312289238,0.0016668766038492322,0.0010833031265065074,6.434964598156512e-4,9.760974789969623e-4,0.003875186899676919,8.510983316227794e-4,0.0010149619774892926,8.297960157506168e-4,8.892170735634863e-4,0.05536102131009102,0.002632513176649809,0.04693470522761345,0.006146177649497986,0.001541360397823155,0.0035113936755806208,5.412586033344269e-4,0.2937331199645996,0.99973064661026,2.693538262974471e-4,0.9263022541999817,0.07369780540466309,0.9915111660957336,0.00848881434649229,0.9965834021568298,0.003416609950363636,0.23437094688415527,0.266252338886261,0.1437249481678009,0.16280359029769897,0.19284817576408386,0.8610621094703674,0.12037064880132675,0.01856721006333828,0.984281599521637,0.01571839116513729,0.684707522392273,0.059314653277397156,0.0071222600527107716,3.118018212262541e-4,0.08695171773433685,0.026702387258410454,0.005210247356444597,0.7973974943161011,0.01698940247297287,0.6547735333442688,0.3452264964580536,0.0024447934702038765,0.02939056232571602,0.9681646227836609,0.8730546236038208,0.12694543600082397,0.9963847398757935,0.0036152764223515987,1.93724572454812e-5,0.9999805688858032,0.9840559959411621,0.01594405621290207,0.002195487031713128,4.7114448534557596e-5,0.9065471291542053,2.9505143174901605e-4,0.003063989570364356,1.4482518599834293e-4,3.9962129085324705e-4,0.08620736747980118,4.7634809743613005e-4,4.3252381146885455e-5,5.79755927901715e-4,0.011473086662590504,0.11206617951393127,0.8764606714248657,0.9990183115005493,9.81643097475171e-4,0.9998893737792969,1.1055443610530347e-4,8.318928621520172e-7,0.9999991655349731,0.9996601343154907,0.023978235200047493,0.04034574329853058,0.0698556900024414,0.03696269541978836,0.09953709691762924,0.10124711692333221,0.22736650705337524,0.38887277245521545,0.011834132485091686,0.44459712505340576,0.5554028749465942,0.9829249382019043,0.013434836640954018,0.0036402626428753138,0.9548268914222717,0.043123021721839905,5.332803120836616e-4,0.0015168102690950036,2.2280870481949933e-8,1
"Absolutely, 100% go to this guy if you want to learn something. He turns the difficulty up to 11, but it's worth it. Easily the best CS teacher I've ever had. If you want to do well, you gotta go to recitations, and you gotta pay attention/ask question during class.",0.001984815578907728,2.4358830705750734e-4,6.016732077114284e-4,0.9932177662849426,5.421132664196193e-4,3.17530328175053e-4,0.0015490584773942828,9.402170544490218e-4,6.032192031852901e-4,0.8265928626060486,0.17340721189975739,0.9998582601547241,1.417184539604932e-4,0.3838258981704712,0.18104903399944305,0.43512511253356934,0.7174874544143677,1.4612989616580307e-4,4.642981803044677e-4,0.002187470206990838,0.21850556135177612,0.010195204056799412,2.567839983385056e-4,3.6922539584338665e-4,0.0015988672384992242,5.73314493522048e-4,0.002132811350747943,2.0967103773728013e-4,6.587934331037104e-5,0.001246296800673008,1.6310738283209503e-4,0.0029507228173315525,1.0199924872722477e-4,9.226943366229534e-4,9.201661450788379e-4,7.684804586460814e-5,0.013600166887044907,0.0021875305101275444,0.0025613049510866404,7.415852160193026e-4,1.0905531235039234e-4,2.2977907792665064e-4,1.879557967185974e-4,0.019808072596788406,0.9996160268783569,3.839663986582309e-4,0.9393685460090637,0.06063145026564598,0.991046130657196,0.008953799493610859,0.9986796975135803,0.0013202608097344637,0.2517733573913574,0.1598205417394638,0.11372821033000946,0.26418906450271606,0.21048887073993683,0.009801899082958698,0.02757878042757511,0.9626193642616272,0.9964501857757568,0.0035498295910656452,0.6838935613632202,0.0076490589417517185,0.00863094162195921,8.859267691150308e-4,0.0197498369961977,0.04013876989483833,0.02161703258752823,0.8213489055633545,0.07997957617044449,0.37063923478126526,0.6293607950210571,0.0030187226366251707,0.01981428451836109,0.9771669507026672,0.08650673180818558,0.913493275642395,0.9715502858161926,0.02844966948032379,1.4098072824708652e-5,0.999985933303833,0.9903572201728821,0.009642727673053741,0.00948836375027895,0.0012333891354501247,0.004622389562427998,0.014745041728019714,0.011780581437051296,0.0013718754053115845,3.6383714177645743e-4,0.8639525771141052,0.08972235769033432,4.613055498339236e-4,0.00225833966396749,0.059436000883579254,0.9192109704017639,0.02135308086872101,0.9996390342712402,3.6098487908020616e-4,0.999966025352478,3.391832797206007e-5,2.145429931488252e-7,0.9999997615814209,0.9991545677185059,0.0725904107093811,0.15028059482574463,0.014940163120627403,0.2644445598125458,0.09501886367797852,0.0782870501279831,0.21497109532356262,0.10045084357261658,0.009016419760882854,0.9637546539306641,0.036245349794626236,0.5756288170814514,0.419130802154541,0.005240403115749359,0.5303804874420166,0.46570464968681335,9.951440151780844e-4,0.0029197437688708305,1,1.978298946880841e-8
"Was her first semester teaching this course. The first exam was ROUGH, but because it was her first semester teaching the class she constantly asked for feedback and she actually acted on it by giving extra credit in different forms, going more in depth in topics and grading of exams. Very fair and reasonable professor, even video recorded lectures",0.0017119991825893521,2.3288917145691812e-4,5.189667572267354e-4,0.9940822720527649,6.79285207297653e-4,3.543150669429451e-4,0.0010741990990936756,8.271706174127758e-4,5.189504008740187e-4,0.7078115940093994,0.2921884059906006,0.9999693632125854,3.062029281863943e-5,0.6572532057762146,0.13624341785907745,0.20650337636470795,0.16607701778411865,3.7752217031084e-4,7.342929602600634e-4,0.011716173030436039,0.14977750182151794,5.541891441680491e-4,9.721787646412849e-4,3.9115187246352434e-4,4.604449204634875e-4,0.007934714667499065,0.005094225984066725,0.0012373229255899787,6.642533699050546e-4,8.708497625775635e-4,3.066199424210936e-4,0.003180193714797497,2.46557523496449e-4,7.025105878710747e-4,3.799026017077267e-4,1.498769997851923e-4,0.003604496130719781,0.0025182331446558237,0.04332380369305611,0.001004182267934084,2.4076069530565292e-4,6.327388109639287e-4,9.465759503655136e-4,0.5959018468856812,0.9997389912605286,2.609906659927219e-4,0.7698683738708496,0.23013167083263397,0.9911768436431885,0.00882313959300518,0.9946191310882568,0.005380788818001747,0.16102485358715057,0.23170889914035797,0.1980491578578949,0.22836722433567047,0.18084990978240967,0.01256905123591423,0.11052105575799942,0.8769099116325378,0.9964436888694763,0.003556258277967572,0.6810394525527954,0.442876935005188,0.02359331026673317,0.0013105981051921844,0.03656579926609993,0.03144258260726929,0.01799464039504528,0.32872650027275085,0.11748964339494705,0.12204060703516006,0.8779594302177429,0.004650291055440903,0.029945554211735725,0.9654042720794678,0.11760291457176208,0.8823971152305603,0.9950195550918579,0.0049804383888840675,0.9719150066375732,0.02808496356010437,0.8717541098594666,0.12824587523937225,0.001836027018725872,5.170676013221964e-5,0.033939749002456665,2.6868729037232697e-4,0.002608923241496086,1.5009452181402594e-4,1.0998463403666392e-4,0.9607570171356201,9.412707731826231e-5,5.399894143920392e-5,1.2968802184332162e-4,0.036254316568374634,0.9081887602806091,0.055556926876306534,0.9995525479316711,4.473740409594029e-4,0.9999685287475586,3.1469782697968185e-5,4.9945757751856945e-8,1,0.9979494214057922,0.06005781888961792,0.1159723550081253,0.03131723031401634,0.14345328509807587,0.11825550347566605,0.1023796871304512,0.23444685339927673,0.18365256488323212,0.01046475488692522,0.0643249899148941,0.9356750249862671,0.7750798463821411,0.20828168094158173,0.01663847081363201,0.930223822593689,0.06764824688434601,4.3598588672466576e-4,0.001691832090727985,0.008530410006642342,0.9914695620536804
"It's rare to find a professor that genuinely wants you to succeed as much as he does. With the amount of time he makes himself available to you, it's completely on you if you can't grasp something. He wants you to take something away from this class. Cannot recommend him enough.",0.0016844650963321328,2.8928517713211477e-4,5.713732680305839e-4,0.9930608868598938,6.559717003256083e-4,4.161049146205187e-4,0.0017337888712063432,9.30470007006079e-4,6.575923762284219e-4,0.43001702427864075,0.5699829459190369,0.9998824596405029,1.1753258149838075e-4,0.5223901271820068,0.1653032749891281,0.31230658292770386,0.0032322679180651903,9.190091077471152e-5,4.0847319178283215e-4,0.005171458702534437,0.016499191522598267,0.0026734976563602686,1.8086245108861476e-4,2.1003214351367205e-4,0.0045342352241277695,0.00299170077778399,0.010797721333801746,3.263571998104453e-4,1.0945262329187244e-4,3.1443615444004536e-4,1.1496721708681434e-4,6.940562161616981e-4,9.003155719256029e-5,2.1299425861798227e-4,2.7905945898965e-4,7.370832463493571e-5,0.003755214624106884,2.549953933339566e-4,0.0025264897849410772,2.6520612300373614e-4,1.3711622159462422e-4,4.732298548333347e-4,1.0901561472564936e-4,0.9434723258018494,0.9996322393417358,3.677793429233134e-4,0.9524462819099426,0.04755368456244469,0.9913870692253113,0.008612892590463161,0.9714428186416626,0.02855713851749897,0.15633630752563477,0.21036769449710846,0.15563683211803436,0.18727171421051025,0.29038745164871216,0.07447552680969238,0.20834586024284363,0.7171786427497864,0.9964283108711243,0.0035717461723834276,0.6829946041107178,0.02320503257215023,0.005325836129486561,0.023839600384235382,0.004553546197712421,0.9372382164001465,0.0043635196052491665,6.359017570503056e-4,8.384391549043357e-4,0.801024854183197,0.19897514581680298,0.005189176183193922,0.03164282441139221,0.9631679058074951,0.39646050333976746,0.6035394668579102,0.9952592253684998,0.004740733653306961,1.3244821275293361e-5,0.9999867677688599,0.9748902320861816,0.025109753012657166,2.063939318759367e-4,2.739334559009876e-5,2.294625446666032e-4,2.3254908228409477e-5,4.035616584587842e-4,4.7630946937715635e-5,1.941722584888339e-4,0.9985300302505493,2.5427184300497174e-4,1.963534850801807e-5,6.424284947570413e-5,0.003987100441008806,0.010414849035441875,0.9855980277061462,0.9996786117553711,3.214518947061151e-4,0.9999151229858398,8.483853162033483e-5,0.0019135168986395001,0.9980864524841309,0.8949419856071472,0.320040225982666,0.23240745067596436,0.01182767003774643,0.25118568539619446,0.04559653252363205,0.0856403186917305,0.038300931453704834,0.00971226580440998,0.00528888450935483,0.9964052438735962,0.003594784066081047,0.955927848815918,0.027934810146689415,0.01613735221326351,0.9764452576637268,0.02178928256034851,5.48439915291965e-4,0.0012169399997219443,1,4.886475579723992e-8
I actually had him for ES3003 Intro Fluid Mechanics at the University of Tulsa which is where he now teaches. The homework was at a great pace and length and the exams were mostly straight from the homework and then a few conceptual/dimensional analysis problems. His office hours were right after lecture which made him very accessible too,0.0017173637170344591,2.366060361964628e-4,5.056234076619148e-4,0.9937865734100342,7.598160300403833e-4,3.685145638883114e-4,0.0012419760460034013,8.449484594166279e-4,5.386281409300864e-4,0.9993938207626343,6.062128813937306e-4,0.9999721050262451,2.7847938326885924e-5,0.5737102031707764,0.18935683369636536,0.2369329184293747,0.23598098754882812,3.8424396188929677e-4,2.752077707555145e-4,0.0023792230058461428,0.129334956407547,6.112136761657894e-4,6.487685022875667e-4,4.571522877085954e-4,4.474692977964878e-4,0.0020682408940047026,0.0017862698296085,3.943211049772799e-4,2.0369506091810763e-4,0.0010906551033258438,2.1186217782087624e-4,0.003241178812459111,1.3973392196930945e-4,0.0011312878923490644,4.932554438710213e-4,9.311908070230857e-5,0.0031122928485274315,0.0014628991484642029,0.018376775085926056,7.205151487141848e-4,1.4884289703331888e-4,4.131415334995836e-4,4.787041980307549e-4,0.5939139127731323,0.9997782111167908,2.2181087115313858e-4,0.5938956141471863,0.40610435605049133,0.9913640022277832,0.00863600056618452,0.9971218705177307,0.0028781481087207794,0.14965316653251648,0.14128844439983368,0.18268615007400513,0.3211838901042938,0.2051883488893509,0.005236105062067509,0.16910868883132935,0.8256551623344421,0.9961601495742798,0.0038398783653974533,0.6816174983978271,0.1257045567035675,0.005469127092510462,4.6486995415762067e-4,0.09029233455657959,0.026963233947753906,0.006811409257352352,0.7324365973472595,0.011857864446938038,0.11507890373468399,0.884921133518219,0.010242151096463203,0.026152318343520164,0.9636056423187256,0.4214884340763092,0.5785115361213684,0.9964711666107178,0.003528865287080407,2.9512195396819152e-5,0.9999704360961914,0.9460066556930542,0.05399332195520401,0.2847822308540344,7.04040052369237e-4,0.002304570749402046,0.0038970159366726875,0.3276412785053253,5.763248773291707e-4,0.003212345764040947,0.3719463050365448,0.001173878670670092,8.243360789492726e-4,0.0029376267921179533,0.01337453443557024,0.9767323136329651,0.0098930848762393,0.9996521472930908,3.478649305179715e-4,0.9999688863754272,3.115163781330921e-5,1.3817872002164222e-7,0.9999998807907104,0.7298842072486877,0.028140148147940636,0.03800095245242119,0.17910510301589966,0.0399760976433754,0.13214091956615448,0.12764889001846313,0.18984679877758026,0.2442440241575241,0.020896976813673973,0.061919569969177246,0.9380804300308228,0.9251617193222046,0.06564562022686005,0.009192608296871185,0.631946861743927,0.36465007066726685,6.742177065461874e-4,0.00272877374663949,1,4.9537792534692926e-8
"The professor was obviously knowledgeable, but the coursework was easy because it consisted of reading quizzes and reflections that did not thoroughly test knowledge. Assignments were graded slowly and with little feedback, which could have been due to the the large class size that made connection difficult even with encouraged participation.",0.001570369815453887,2.8322162688709795e-4,4.7168388846330345e-4,0.9938706159591675,5.615571863017976e-4,3.934738633688539e-4,0.0013985392870381474,8.211154490709305e-4,6.29445887170732e-4,0.9989480376243591,0.0010520443320274353,0.9999717473983765,2.8221396860317327e-5,0.47165241837501526,0.15413250029087067,0.37421509623527527,0.14904387295246124,2.9985958826728165e-4,4.390627727843821e-4,0.0044242218136787415,0.4737277030944824,0.0019747859332710505,7.985887350514531e-4,3.3513811649754643e-4,5.577103001996875e-4,0.0032774750143289566,0.0033442312851548195,4.91199956741184e-4,3.02733649732545e-4,7.226945599541068e-4,3.0380956013686955e-4,0.0032698693685233593,2.2976727632340044e-4,0.0013008082751184702,3.8770237006247044e-4,1.8132553668692708e-4,0.007259415928274393,0.0028717981185764074,0.02450527250766754,0.002074465388432145,2.799753565341234e-4,5.493458593264222e-4,3.8186254096217453e-4,0.3166653513908386,0.999728262424469,2.717190363910049e-4,0.7992965579032898,0.2007034718990326,0.9910117387771606,0.008988325484097004,0.9934658408164978,0.006534180138260126,0.17153923213481903,0.1585564911365509,0.19381889700889587,0.17525070905685425,0.30083468556404114,0.06797599792480469,0.4387781322002411,0.493245929479599,0.9963933825492859,0.0036066228058189154,0.6807734966278076,0.8258653283119202,0.022010743618011475,0.0013272255891934037,0.025053007528185844,0.006412240210920572,0.07231596112251282,0.0305012259632349,0.016514340415596962,0.21752269566059113,0.7824772596359253,0.022821752354502678,0.13122956454753876,0.8459486365318298,0.1802331656217575,0.8197668194770813,0.9914641976356506,0.008535763248801231,0.9999877214431763,1.224530024046544e-5,0.8152298331260681,0.18477016687393188,1.3998118811286986e-4,2.8561076760524884e-5,5.431136742117815e-5,6.194358866196126e-5,2.884120913222432e-4,2.7606838557403535e-5,1.8618353351484984e-4,0.9989942908287048,1.2186772801214829e-4,1.7832642697612755e-5,7.9014127550181e-5,0.011032979935407639,0.09033601731061935,0.8986309170722961,0.99962615966796875,3.738617233466357e-4,0.9999666213989258,3.337829184602015e-5,1.394356274886377e-7,0.9999998807907104,0.01825939305126667,0.02460373379290104,0.06284594535827637,0.04954850673675537,0.058304108679294586,0.22032994031906128,0.16521985828876495,0.33350101113319397,0.07341695576906204,0.012229996733367443,0.31273898482322693,0.6872610449790955,0.949417769908905,0.03365971893072128,0.016922634094953537,0.8283199071884155,0.16863113641738892,7.678732508793473e-4,0.0022810916416347027,1.9259206851529598e-7,0.9999997615814209
Her notes dont match up with the exams or the HWs,0.0044014533050358295,5.654717679135501e-4,0.0013883727369830012,0.9860861301422119,0.001269125728867948,9.352025808766484e-4,0.0025744882877916098,0.0017007404239848256,0.001079067005775869,0.9995753169059753,4.2468516039662063e-4,0.9999561309814453,4.386117871035822e-5,0.2936573028564453,0.15226507186889648,0.5540776252746582,5.20644593052566e-4,4.884456284344196e-4,0.0011684919008985162,0.01672443002462387,0.0055273608304560184,3.388155600987375e-4,0.004608656279742718,3.9772942545823753e-4,3.2349021057598293e-4,0.012356702238321304,0.2885020971298218,7.475684396922588e-4,4.8331203288398683e-4,2.459316747263074e-4,2.1946885681245476e-4,2.520867856219411e-4,1.1463304690551013e-4,3.5782012855634093e-4,2.3511027393396944e-4,1.8957091378979385e-4,8.294173167087138e-4,7.82497736508958e-5,0.007163930218666792,1.7482956172898412e-4,2.0938050874974579e-4,0.0010081534273922443,4.196068912278861e-4,0.6563140153884888,0.999595582485199,4.044186498504132e-4,0.8012610673904419,0.1987389177083969,0.9904932379722595,0.009506830014288425,0.9986019730567932,0.0013980503426864743,0.16969336569309235,0.2787453830242157,0.18716171383857727,0.23374399542808533,0.13065549731254578,0.733687698841095,0.2515067160129547,0.014805613085627556,0.9956491589546204,0.004350872244685888,0.6732609272003174,0.9268319010734558,0.003086204407736659,0.0042228554375469685,0.01914573833346367,0.013259942643344402,0.03198956325650215,8.277255692519248e-4,6.360388360917568e-4,0.8136446475982666,0.18635539710521698,0.005450282711535692,0.04408866539597511,0.9504610896110535,0.9836781024932861,0.016321904957294464,0.9943477511405945,0.005652283784002066,4.4914618229086045e-6,0.9999954700469971,0.9823940992355347,0.017605949193239212,0.003914909902960062,9.580582263879478e-5,0.3185423016548157,0.0019601720850914717,0.008775947615504265,2.9604026349261403e-4,4.289037315174937e-4,0.6648648381233215,5.789656424894929e-4,1.1361252109054476e-4,4.28514089435339e-4,0.06458607316017151,0.4709826111793518,0.46443134546279907,0.9996504783630371,3.494934062473476e-4,0.9999676942825317,3.2335992727894336e-5,2.571355537384079e-7,0.9999997615814209,2.2471739794127643e-4,0.053800519555807114,0.04328734427690506,0.3218384385108948,0.06357767432928085,0.16651445627212524,0.22799664735794067,0.07891903072595596,0.02246633544564247,0.02159958705306053,0.7909047603607178,0.2090952843427658,0.014108740724623203,0.01594814658164978,0.9699431657791138,0.15663282573223114,0.8373359441757202,7.201388943940401e-4,0.005311176646500826,1,2.3847551489097896e-8
"She goes through alot of material but her test focus mostly on her notes , she has class discussions and in those you talk about book but there are no test questions on the book . If you skim over the notes you should be good .",0.0016009380342438817,2.5737908435985446e-4,5.43376780115068e-4,0.9938399195671082,6.016988190822303e-4,3.491516981739551e-4,0.0013782823225483298,8.461825782433152e-4,5.832259193994105e-4,0.0057668909430503845,0.9942330718040466,0.9999649524688721,3.508456575218588e-5,0.5782263875007629,0.18157859146595,0.24019499123096466,0.004639453254640102,1.435229496564716e-4,1.1731185804819688e-4,0.0010395569261163473,0.06345676630735397,0.001241937279701233,5.369396531023085e-4,2.4525506887584925e-4,6.817138637416065e-4,5.67621027585119e-4,0.0016781397862359881,1.5524898481089622e-4,4.0909970266511664e-5,3.335910732857883e-4,1.0683658183552325e-4,6.345993606373668e-4,4.406021980685182e-5,2.663663763087243e-4,1.3815979764331132e-4,5.536443495657295e-5,0.013146772049367428,2.0815640164073557e-4,0.004031640011817217,2.891542389988899e-4,6.106097862357274e-5,1.3331019727047533e-4,1.1548616748768836e-4,0.9058910012245178,0.9997429251670837,2.5705029838718474e-4,0.5372216701507568,0.4627783000469208,0.9915416836738586,0.008458350785076618,0.9980446100234985,0.0019553944002836943,0.2257450968027115,0.17371481657028198,0.12650901079177856,0.2101520299911499,0.26387906074523926,0.0963786393404007,0.7794187664985657,0.12420256435871124,0.9964720010757446,0.0035280657466500998,0.6786016225814819,0.5944365859031677,0.004320687148720026,8.391613373532891e-4,0.01539670117199421,0.007018911186605692,0.3411509394645691,0.031020047143101692,0.005816959775984287,0.12067113071680069,0.8793289065361023,0.003435644553974271,0.019492777064442635,0.9770715832710266,0.880107581615448,0.119892418384552,0.9954968690872192,0.004503174219280481,0.5654880404472351,0.4345119595527649,0.9777117967605591,0.022288160398602486,0.003597348928451538,1.7678120639175177e-4,0.6585615277290344,5.475018988363445e-4,0.003085444215685129,4.3911614920943975e-4,1.9161384261678904e-4,0.33281970024108887,2.2093458392191678e-4,9.44053172133863e-5,2.656623546499759e-4,0.011930202133953571,0.9682448506355286,0.019824914634227753,0.9996695518493652,3.304726560600102e-4,0.9999691247940063,3.083135015913285e-5,1.0069590643979609e-5,0.9999899864196777,0.0020110884215682745,0.03221799060702324,0.05370164290070534,0.06064797192811966,0.053383566439151764,0.14360475540161133,0.12924860417842865,0.3124602437019348,0.2030653953552246,0.011669840663671494,0.8503758907318115,0.14962410926818848,0.8893992304801941,0.10399994254112244,0.006600889377295971,0.028619129210710526,0.9693540930747986,3.1926800147630274e-4,0.0017075426876544952,1.315126940681921e-8,1
